02400, 02309, 00412, 02406
02700, 02603, 00386, 02701
03000, 02903, 00386, 03018
03300, 03199, 00375, 03301
03600, 03495, 00374, 03617
03900, 03799, 00380, 03916
04200, 04107, 00404, 04201
04500, 04403, 00384, 04500
04800, 04703, 00394, 04811
05100, 05003, 00399, 05106
05400, 05303, 00394, 05402
05700, 05599, 00380, 05701
06000, 05903, 00386, 06007
06300, 06203, 00386, 06309
06600, 06499, 00382, 06603
06900, 06803, 00384, 06912
07200, 07103, 00384, 07205
07500, 07403, 00384, 07500
07800, 07703, 00384, 07806
08100, 08003, 00385, 08101
08400, 08307, 00404, 08405
08700, 08599, 00374, 08704
00300, 00202, 00386, 00306
00600, 00494, 00363, 00616
00900, 00806, 00392, 00907
01200, 01106, 00399, 01200
01500, 01406, 00391, 01503
01800, 01702, 00391, 01804
02100, 02002, 00386, 02112
02400, 02302, 00384, 02406
02700, 02602, 00384, 02704
03000, 02902, 00381, 03004
03300, 03202, 00391, 03304
03600, 03498, 00374, 03602
03900, 03794, 00369, 03903
04200, 04102, 00382, 04201
04500, 04402, 00391, 04503
04800, 04706, 00395, 04803
05100, 05006, 00392, 05102
05400, 05298, 00380, 05400
05700, 05602, 00384, 05705
06000, 05898, 00377, 06003
06300, 06198, 00381, 06328
06600, 06498, 00382, 06608
06900, 06798, 00379, 06904
07200, 07102, 00386, 07206
07500, 07406, 00402, 07504
07800, 07702, 00384, 07805
08100, 08006, 00391, 08106
08400, 08306, 00400, 08405
08700, 08606, 00390, 08710
00300, 00199, 00382, 00301
00600, 00495, 00375, 00606
00900, 00803, 00389, 00908
01200, 01103, 00379, 01200
01500, 01403, 00388, 01507
01800, 01703, 00382, 01803
02100, 02003, 00389, 02103
02400, 02303, 00394, 02407
02700, 02603, 00395, 02704
03000, 02899, 00380, 03017
03300, 03199, 00381, 03305
03600, 03503, 00387, 03608
03900, 03799, 00382, 03911
04200, 04101, 00391, 04201
04500, 04407, 00400, 04506
04800, 04703, 00388, 04804
05100, 05003, 00392, 05103
05400, 05303, 00397, 05408
05700, 05603, 00394, 05704
06000, 05899, 00376, 06002
06300, 06191, 00365, 06309
06600, 06499, 00378, 06603
06900, 06803, 00389, 06903
07200, 07103, 00382, 07202
07500, 07403, 00391, 07499
07800, 07695, 00374, 07810
08100, 08003, 00389, 08106
08400, 08303, 00395, 08403
08700, 08599, 00381, 08707
00300, 00207, 00404, 00309
00600, 00499, 00379, 00609
00900, 00799, 00382, 00918
01200, 01095, 00372, 01201
01500, 01399, 00379, 01504
01800, 01703, 00397, 01809
02100, 02007, 00406, 02100
02400, 02303, 00383, 02405
02700, 02603, 00384, 02708
03000, 02903, 00388, 03003
03300, 03199, 00377, 03313
03600, 03495, 00369, 03603
03900, 03799, 00383, 03902
04200, 04107, 00398, 04210
04500, 04403, 00384, 04504
04800, 04703, 00382, 04811
05100, 05003, 00391, 05102
05400, 05303, 00388, 05404
05700, 05603, 00399, 05709
06000, 05903, 00382, 06004
06300, 06203, 00387, 06317
06600, 06503, 00388, 06604
06900, 06803, 00384, 06900
07200, 07099, 00382, 07204
07500, 07403, 00387, 07504
07800, 07707, 00402, 07804
08100, 08003, 00391, 08107
08400, 08303, 00392, 08405
08700, 08599, 00378, 08709
00300, 00200, 00382, 00303
00600, 00500, 00381, 00604
00900, 00804, 00384, 00908
01200, 01104, 00386, 01202
01500, 01404, 00391, 01503
01800, 01700, 00379, 01803
02100, 02000, 00377, 02102
02400, 02300, 00374, 02404
02700, 02604, 00390, 02705
03000, 02904, 00395, 03006
03300, 03196, 00374, 03311
03600, 03504, 00384, 03610
03900, 03800, 00374, 03903
04200, 04100, 00378, 04209
04500, 04408, 00402, 04502
04800, 04704, 00385, 04807
05100, 05004, 00389, 05108
05400, 05304, 00393, 05404
05700, 05604, 00389, 05706
06000, 05900, 00375, 06005
06300, 06200, 00377, 06305
06600, 06500, 00372, 06600
06900, 06804, 00385, 06906
07200, 07104, 00389, 07204
07500, 07404, 00394, 07505
07800, 07696, 00374, 07802
08100, 08004, 00389, 08104
08400, 08304, 00393, 08407
08700, 08604, 00386, 08702
00300, 00204, 00391, 00312
00600, 00500, 00377, 00603
00900, 00800, 00379, 00904
01200, 01100, 00376, 01206
01500, 01404, 00399, 01501
01800, 01704, 00382, 01809
02100, 02004, 00382, 02102
02400, 02304, 00392, 02403
02700, 02596, 00372, 02715
03000, 02900, 00382, 03005
03300, 03200, 00377, 03308
03600, 03504, 00381, 03602
03900, 03804, 00391, 03899
04200, 04096, 00375, 04203
04500, 04400, 00372, 04502
04800, 04704, 00380, 04807
05100, 05004, 00382, 05105
05400, 05304, 00389, 05403
05700, 05604, 00390, 05704
06000, 05900, 00376, 06008
06300, 06196, 00375, 06304
06600, 06500, 00369, 06613
06900, 06804, 00391, 06906
07200, 07100, 00381, 07204
07500, 07398, 00383, 07508
07800, 07704, 00389, 07803
08100, 08000, 00382, 08101
08400, 08304, 00386, 08410
08700, 08604, 00392, 08701
00300, 00201, 00390, 00305
00600, 00495, 00374, 00605
00900, 00803, 00384, 00900
01200, 01103, 00394, 01208
01500, 01403, 00393, 01506
01800, 01703, 00389, 01804
02100, 02003, 00394, 02113
02400, 02303, 00387, 02402
02700, 02603, 00386, 02705
03000, 02895, 00372, 03006
03300, 03203, 00379, 03305
03600, 03503, 00397, 03611
03900, 03803, 00386, 03904
04200, 04103, 00394, 04201
04500, 04399, 00377, 04510
04800, 04703, 00388, 04803
05100, 04999, 00381, 05105
05400, 05303, 00385, 05406
05700, 05607, 00401, 05705
06000, 05899, 00382, 06010
06300, 06199, 00380, 06305
06600, 06503, 00389, 06607
06900, 06799, 00377, 06903
07200, 07107, 00399, 07201
07500, 07407, 00399, 07506
07800, 07703, 00388, 07800
08100, 08003, 00384, 08104
08400, 08299, 00376, 08404
08700, 08603, 00379, 08705
00300, 00198, 00383, 00307
00600, 00506, 00392, 00606
00900, 00806, 00391, 00902
01200, 01094, 00364, 01206
01500, 01394, 00373, 01513
01800, 01698, 00380, 01803
02100, 01998, 00383, 02110
02400, 02306, 00407, 02403
02700, 02602, 00391, 02702
03000, 02894, 00375, 03003
03300, 03198, 00374, 03303
03600, 03494, 00371, 03600
03900, 03798, 00381, 03907
04200, 04110, 00408, 04199
04500, 04406, 00389, 04503
04800, 04702, 00387, 04809
05100, 05002, 00386, 05103
05400, 05302, 00379, 05409
05700, 05598, 00379, 05702
06000, 05902, 00384, 06005
06300, 06202, 00386, 06307
06600, 06502, 00382, 06599
06900, 06802, 00389, 06910
07200, 07102, 00387, 07200
07500, 07394, 00374, 07502
07800, 07702, 00384, 07809
08100, 08006, 00386, 08105
08400, 08306, 00394, 08406
08700, 08598, 00372, 08707
00300, 00202, 00384, 00302
00600, 00490, 00364, 00610
00900, 00798, 00382, 00902
01200, 01106, 00404, 01201
01500, 01402, 00386, 01506
01800, 01702, 00387, 01806
02100, 02002, 00382, 02106
02400, 02302, 00386, 02407
02700, 02602, 00385, 02705
03000, 02902, 00382, 03009
03300, 03202, 00376, 03306
03600, 03502, 00391, 03600
03900, 03794, 00375, 03910
04200, 04102, 00389, 04204
04500, 04394, 00375, 04504
04800, 04702, 00386, 04807
05100, 05006, 00397, 05102
05400, 05294, 00374, 05404
05700, 05598, 00376, 05710
06000, 05902, 00382, 06006
06300, 06198, 00379, 06308
06600, 06506, 00404, 06601
06900, 06806, 00392, 06903
07200, 07102, 00391, 07201
07500, 07406, 00389, 07508
07800, 07702, 00389, 07803
08100, 07998, 00381, 08104
08400, 08302, 00391, 08402
08700, 08602, 00386, 08707
00300, 00198, 00380, 00301
00600, 00502, 00383, 00603
00900, 00806, 00397, 00904
01200, 01098, 00381, 01199
01500, 01402, 00387, 01508
01800, 01702, 00387, 01802
02100, 02002, 00384, 02105
02400, 02302, 00386, 02403
02700, 02598, 00376, 02702
03000, 02898, 00371, 03017
03300, 03202, 00378, 03306
03600, 03506, 00391, 03601
03900, 03802, 00391, 03910
04200, 04102, 00390, 04205
04500, 04402, 00386, 04501
04800, 04694, 00372, 04812
05100, 05002, 00386, 05101
05400, 05302, 00387, 05405
05700, 05598, 00379, 05706
06000, 05902, 00384, 06001
06300, 06202, 00381, 06310
06600, 06498, 00379, 06604
06900, 06802, 00389, 06901
07200, 07102, 00383, 07206
07500, 07398, 00382, 07503
07800, 07694, 00370, 07807
08100, 08002, 00387, 08103
08400, 08302, 00384, 08401
08700, 08594, 00367, 08709
00300, 00208, 00398, 00307
00600, 00504, 00386, 00602
00900, 00800, 00376, 00905
01200, 01108, 00404, 01202
01500, 01404, 00380, 01503
01800, 01704, 00380, 01810
02100, 02004, 00396, 02102
02400, 02302, 00390, 02408
02700, 02600, 00375, 02704
03000, 02900, 00379, 03009
03300, 03204, 00385, 03307
03600, 03504, 00384, 03600
03900, 03804, 00391, 03903
04200, 04108, 00399, 04208
04500, 04404, 00380, 04502
04800, 04704, 00386, 04809
05100, 05000, 00377, 05102
05400, 05300, 00381, 05404
05700, 05600, 00380, 05710
06000, 05896, 00371, 06004
06300, 06200, 00382, 06307
06600, 06504, 00382, 06604
06900, 06804, 00386, 06899
07200, 07100, 00381, 07205
07500, 07400, 00381, 07504
07800, 07704, 00399, 07805
08100, 08000, 00381, 08106
08400, 08300, 00379, 08403
08700, 08596, 00374, 08711
00300, 00199, 00376, 00303
00600, 00499, 00379, 00603
00900, 00807, 00397, 00911
01200, 01103, 00394, 01204
01500, 01403, 00379, 01507
01800, 01695, 00372, 01814
02100, 01999, 00382, 02120
02400, 02303, 00392, 02406
02700, 02603, 00392, 02705
03000, 02903, 00379, 03002
03300, 03195, 00371, 03302
03600, 03503, 00384, 03601
03900, 03803, 00397, 03900
04200, 04103, 00384, 04205
04500, 04407, 00399, 04503
04800, 04703, 00384, 04800
05100, 04999, 00381, 05104
05400, 05299, 00374, 05404
05700, 05599, 00372, 05710
06000, 05899, 00377, 06006
06300, 06203, 00399, 06302
06600, 06503, 00382, 06603
06900, 06811, 00404, 06908
07200, 07103, 00382, 07202
07500, 07399, 00381, 07507
07800, 07695, 00374, 07802
08100, 08003, 00386, 08108
08400, 08303, 00384, 08408
08700, 08599, 00379, 08702
00300, 00203, 00391, 00304
00600, 00503, 00382, 00602
00900, 00803, 00382, 00904
01200, 01103, 00389, 01210
01500, 01403, 00388, 01502
01800, 01703, 00395, 01813
02100, 02003, 00383, 02103
02400, 02303, 00394, 02410
02700, 02595, 00372, 02702
03000, 02899, 00371, 03003
03300, 03203, 00393, 03300
03600, 03503, 00381, 03609
03900, 03803, 00389, 03901
04200, 04103, 00386, 04206
04500, 04399, 00382, 04506
04800, 04699, 00379, 04806
05100, 05003, 00388, 05111
05400, 05303, 00387, 05414
05700, 05603, 00391, 05704
06000, 05895, 00366, 06009
06300, 06203, 00384, 06302
06600, 06503, 00388, 06609
06900, 06803, 00399, 06899
07200, 07103, 00398, 07200
07500, 07399, 00377, 07503
07800, 07703, 00389, 07809
08100, 07999, 00381, 08103
08400, 08299, 00380, 08413
08700, 08603, 00382, 08709
00300, 00198, 00381, 00304
00600, 00502, 00386, 00602
00900, 00806, 00392, 00902
01200, 01102, 00387, 01200
01500, 01402, 00388, 01517
01800, 01706, 00393, 01801
02100, 01998, 00377, 02111
02400, 02294, 00375, 02404
02700, 02598, 00381, 02703
03000, 02894, 00374, 03004
03300, 03198, 00377, 03299
03600, 03502, 00389, 03604
03900, 03806, 00396, 03903
04200, 04106, 00388, 04207
04500, 04402, 00386, 04509
04800, 04698, 00379, 04800
05100, 04998, 00381, 05107
05400, 05298, 00380, 05407
05700, 05602, 00381, 05705
06000, 05898, 00379, 06011
06300, 06198, 00378, 06303
06600, 06502, 00384, 06600
06900, 06802, 00381, 06908
07200, 07098, 00379, 07200
07500, 07406, 00389, 07511
07800, 07702, 00381, 07808
08100, 08002, 00384, 08105
08400, 08294, 00371, 08410
08700, 08594, 00372, 08714
00300, 00203, 00394, 00301
00600, 00511, 00404, 00608
00900, 00803, 00399, 00901
01200, 01103, 00398, 01204
01500, 01403, 00381, 01507
01800, 01699, 00382, 01803
02100, 01995, 00374, 02102
02400, 02303, 00387, 02414
02700, 02603, 00386, 02707
03000, 02895, 00373, 03011
03300, 03203, 00386, 03304
03600, 03503, 00384, 03602
03900, 03803, 00387, 03902
04200, 04107, 00407, 04203
04500, 04401, 00389, 04504
04800, 04703, 00386, 04812
05100, 04999, 00378, 05102
05400, 05299, 00377, 05409
05700, 05595, 00372, 05714
06000, 05903, 00397, 06000
06300, 06203, 00397, 06307
06600, 06503, 00387, 06601
06900, 06803, 00387, 06901
07200, 07099, 00381, 07204
07500, 07399, 00376, 07501
07800, 07703, 00391, 07809
08100, 07999, 00374, 08107
08400, 08303, 00379, 08402
08700, 08595, 00374, 08713
00300, 00203, 00384, 00302
00600, 00499, 00375, 00603
00900, 00803, 00397, 00901
01200, 01103, 00389, 01201
01500, 01403, 00382, 01510
01800, 01703, 00384, 01804
02100, 01999, 00381, 02110
02400, 02299, 00369, 02409
02700, 02599, 00374, 02709
03000, 02903, 00397, 03003
03300, 03203, 00383, 03301
03600, 03503, 00392, 03600
03900, 03803, 00394, 03908
04200, 04099, 00383, 04201
04500, 04403, 00396, 04505
04800, 04703, 00397, 04807
05100, 05003, 00389, 05106
05400, 05299, 00379, 05406
05700, 05599, 00377, 05711
06000, 05899, 00379, 06005
06300, 06199, 00372, 06306
06600, 06503, 00399, 06601
06900, 06807, 00402, 06904
07200, 07103, 00382, 07206
07500, 07403, 00391, 07502
07800, 07699, 00376, 07807
08100, 08003, 00382, 08121
08400, 08303, 00386, 08407
08700, 08599, 00383, 08704
00300, 00203, 00394, 00308
00600, 00503, 00387, 00601
00900, 00803, 00394, 00904
01200, 01099, 00374, 01205
01500, 01403, 00391, 01509
01800, 01703, 00387, 01803
02100, 01999, 00382, 02099
02400, 02303, 00384, 02409
02700, 02595, 00374, 02706
03000, 02899, 00379, 03003
03300, 03203, 00384, 03308
03600, 03503, 00387, 03600
03900, 03803, 00382, 03901
04200, 04103, 00386, 04212
04500, 04403, 00387, 04503
04800, 04699, 00377, 04806
05100, 05003, 00388, 05111
05400, 05303, 00389, 05407
05700, 05595, 00369, 05719
06000, 05903, 00392, 06003
06300, 06203, 00398, 06303
06600, 06503, 00389, 06600
06900, 06803, 00399, 06900
07200, 07103, 00399, 07206
07500, 07403, 00387, 07501
07800, 07703, 00386, 07803
08100, 07991, 00366, 08108
08400, 08299, 00369, 08406
08700, 08595, 00373, 08701
00300, 00202, 00382, 00301
00600, 00506, 00387, 00610
00900, 00806, 00391, 00907
01200, 01102, 00387, 01201
01500, 01402, 00391, 01507
01800, 01706, 00390, 01807
02100, 02006, 00394, 02108
02400, 02298, 00382, 02407
02700, 02598, 00376, 02719
03000, 02906, 00391, 03004
03300, 03198, 00380, 03302
03600, 03506, 00390, 03612
03900, 03810, 00414, 03900
04200, 04102, 00389, 04212
04500, 04398, 00372, 04502
04800, 04702, 00384, 04805
05100, 04998, 00381, 05104
05400, 05294, 00367, 05402
05700, 05602, 00389, 05707
06000, 05902, 00385, 06009
06300, 06202, 00382, 06302
06600, 06506, 00391, 06607
06900, 06798, 00377, 06903
07200, 07098, 00377, 07201
07500, 07406, 00399, 07505
07800, 07702, 00385, 07805
08100, 07998, 00376, 08114
08400, 08298, 00369, 08407
08700, 08602, 00379, 08710
00300, 00201, 00379, 00303
00600, 00501, 00389, 00602
00900, 00809, 00412, 00903
01200, 01105, 00391, 01202
01500, 01405, 00389, 01501
01800, 01701, 00384, 01808
02100, 02001, 00381, 02103
02400, 02301, 00383, 02405
02700, 02601, 00374, 02708
03000, 02901, 00389, 03003
03300, 03201, 00387, 03308
03600, 03497, 00374, 03600
03900, 03801, 00389, 03905
04200, 04101, 00387, 04207
04500, 04405, 00402, 04501
04800, 04701, 00389, 04801
05100, 05001, 00377, 05109
05400, 05297, 00374, 05420
05700, 05601, 00388, 05707
06000, 05901, 00389, 06002
06300, 06205, 00399, 06304
06600, 06505, 00394, 06604
06900, 06801, 00388, 06911
07200, 07105, 00392, 07201
07500, 07401, 00391, 07514
07800, 07697, 00374, 07805
08100, 08001, 00386, 08105
08400, 08301, 00383, 08412
08700, 08601, 00374, 08701
00300, 00208, 00395, 00304
00600, 00500, 00381, 00606
00900, 00800, 00375, 00901
01200, 01104, 00385, 01211
01500, 01404, 00384, 01505
01800, 01704, 00394, 01802
02100, 02000, 00382, 02103
02400, 02304, 00382, 02411
02700, 02592, 00360, 02719
03000, 02904, 00391, 03010
03300, 03204, 00399, 03302
03600, 03508, 00402, 03606
03900, 03804, 00386, 03900
04200, 04100, 00382, 04202
04500, 04400, 00377, 04502
04800, 04704, 00393, 04802
05100, 05004, 00384, 05105
05400, 05300, 00373, 05404
05700, 05604, 00381, 05701
06000, 05896, 00371, 06000
06300, 06200, 00377, 06306
06600, 06504, 00389, 06607
06900, 06804, 00382, 06907
07200, 07104, 00391, 07201
07500, 07400, 00372, 07503
07800, 07704, 00396, 07807
08100, 08000, 00369, 08105
08400, 08296, 00372, 08415
08700, 08604, 00396, 08711
00300, 00203, 00387, 00300
00600, 00499, 00382, 00602
00900, 00807, 00399, 00901
01200, 01099, 00382, 01201
01500, 01403, 00382, 01508
01800, 01703, 00386, 01806
02100, 02003, 00389, 02109
02400, 02299, 00376, 02412
02700, 02603, 00374, 02702
03000, 02903, 00382, 03002
03300, 03203, 00387, 03301
03600, 03503, 00394, 03601
03900, 03803, 00383, 03903
04200, 04099, 00380, 04204
04500, 04403, 00386, 04501
04800, 04695, 00374, 04805
05100, 04999, 00381, 05102
05400, 05299, 00374, 05407
05700, 05599, 00369, 05705
06000, 05903, 00379, 06015
06300, 06201, 00391, 06300
06600, 06503, 00384, 06600
06900, 06803, 00381, 06912
07200, 07103, 00394, 07207
07500, 07403, 00397, 07501
07800, 07703, 00384, 07808
08100, 07999, 00374, 08102
08400, 08295, 00374, 08409
08700, 08595, 00374, 08710
00300, 00205, 00402, 00301
00600, 00505, 00406, 00610
00900, 00801, 00382, 00907
01200, 01101, 00382, 01205
01500, 01401, 00382, 01508
01800, 01701, 00387, 01806
02100, 02001, 00383, 02105
02400, 02301, 00389, 02409
02700, 02601, 00391, 02701
03000, 02893, 00367, 03003
03300, 03201, 00376, 03311
03600, 03505, 00389, 03602
03900, 03801, 00376, 03906
04200, 04105, 00402, 04206
04500, 04401, 00380, 04504
04800, 04705, 00391, 04816
05100, 04997, 00374, 05102
05400, 05297, 00366, 05403
05700, 05601, 00379, 05709
06000, 05905, 00399, 06001
06300, 06201, 00379, 06301
06600, 06501, 00387, 06602
06900, 06801, 00390, 06903
07200, 07101, 00379, 07212
07500, 07401, 00379, 07503
07800, 07705, 00389, 07805
08100, 08001, 00384, 08113
08400, 08301, 00379, 08401
08700, 08601, 00385, 08713
00300, 00199, 00373, 00303
00600, 00503, 00381, 00605
00900, 00803, 00388, 00908
01200, 01103, 00389, 01201
01500, 01403, 00396, 01509
01800, 01703, 00384, 01806
02100, 01999, 00382, 02103
02400, 02291, 00359, 02414
02700, 02595, 00373, 02704
03000, 02911, 00402, 03001
03300, 03203, 00396, 03301
03600, 03503, 00379, 03602
03900, 03799, 00382, 03909
04200, 04099, 00381, 04205
04500, 04403, 00396, 04503
04800, 04703, 00397, 04804
05100, 05003, 00392, 05101
05400, 05295, 00371, 05405
05700, 05595, 00374, 05706
06000, 05899, 00381, 06000
06300, 06203, 00389, 06306
06600, 06503, 00396, 06605
06900, 06803, 00398, 06900
07200, 07099, 00371, 07204
07500, 07403, 00382, 07507
07800, 07699, 00379, 07803
08100, 07999, 00378, 08115
08400, 08303, 00386, 08402
08700, 08599, 00376, 08699
00300, 00205, 00407, 00303
00600, 00505, 00397, 00606
00900, 00801, 00372, 00909
01200, 01101, 00379, 01204
01500, 01405, 00389, 01505
01800, 01705, 00399, 01807
02100, 02001, 00372, 02107
02400, 02301, 00387, 02409
02700, 02601, 00383, 02711
03000, 02901, 00384, 03002
03300, 03201, 00372, 03306
03600, 03497, 00370, 03600
03900, 03801, 00391, 03908
04200, 04101, 00387, 04207
04500, 04401, 00387, 04503
04800, 04697, 00372, 04812
05100, 05001, 00379, 05103
05400, 05301, 00382, 05400
05700, 05601, 00387, 05703
06000, 05901, 00384, 06005
06300, 06205, 00404, 06301
06600, 06501, 00376, 06608
06900, 06801, 00384, 06902
07200, 07105, 00391, 07209
07500, 07405, 00386, 07504
07800, 07705, 00387, 07802
08100, 07997, 00366, 08106
08400, 08301, 00387, 08406
08700, 08605, 00400, 08702
00300, 00206, 00387, 00302
00600, 00502, 00391, 00602
00900, 00798, 00377, 00908
01200, 01102, 00385, 01208
01500, 01406, 00391, 01503
01800, 01698, 00374, 01812
02100, 02006, 00394, 02106
02400, 02294, 00372, 02404
02700, 02594, 00374, 02709
03000, 02902, 00391, 02999
03300, 03198, 00376, 03299
03600, 03506, 00387, 03617
03900, 03806, 00396, 03903
04200, 04102, 00383, 04206
04500, 04402, 00382, 04504
04800, 04698, 00379, 04803
05100, 04998, 00382, 05112
05400, 05298, 00373, 05403
05700, 05602, 00382, 05702
06000, 05902, 00385, 06008
06300, 06198, 00374, 06302
06600, 06498, 00374, 06608
06900, 06794, 00375, 06902
07200, 07102, 00389, 07201
07500, 07402, 00387, 07505
07800, 07698, 00374, 07805
08100, 08002, 00379, 08109
08400, 08302, 00389, 08408
08700, 08602, 00387, 08700
00300, 00202, 00391, 00301
00600, 00502, 00387, 00602
00900, 00806, 00399, 00907
01200, 01102, 00382, 01209
01500, 01402, 00385, 01501
01800, 01694, 00372, 01802
02100, 01994, 00371, 02102
02400, 02306, 00388, 02405
02700, 02606, 00391, 02702
03000, 02902, 00382, 03000
03300, 03202, 00390, 03303
03600, 03498, 00379, 03604
03900, 03798, 00379, 03900
04200, 04098, 00376, 04207
04500, 04406, 00399, 04504
04800, 04702, 00382, 04800
05100, 04994, 00367, 05110
05400, 05298, 00379, 05410
05700, 05602, 00384, 05700
06000, 05898, 00377, 06004
06300, 06210, 00407, 06304
06600, 06502, 00382, 06602
06900, 06802, 00386, 06910
07200, 07098, 00381, 07200
07500, 07402, 00379, 07511
07800, 07698, 00379, 07803
08100, 07998, 00383, 08102
08400, 08302, 00378, 08404
08700, 08602, 00391, 08700
00300, 00205, 00392, 00305
00600, 00501, 00372, 00616
00900, 00801, 00386, 00906
01200, 01101, 00388, 01208
01500, 01401, 00387, 01506
01800, 01703, 00399, 01804
02100, 02001, 00384, 02112
02400, 02301, 00375, 02403
02700, 02597, 00374, 02702
03000, 02905, 00391, 03007
03300, 03205, 00404, 03302
03600, 03505, 00391, 03610
